[  -39.50,  -38.20) 0.206   -39.50
[  -38.20,  -36.90) 0.258   -38.20
[  -36.90,  -35.60) 0.234   -36.90
[  -35.60,  -34.30) 0.150   -35.60
[  -34.30,  -33.00) 0.074   -34.30
[  -33.00,  -31.70) 0.045   -33.00
[  -31.70,  -30.40) 0.016   -31.60
[  -30.40,  -29.10) 0.008   -30.40
[  -29.10,  -27.80) 0.008   -29.10
[  -27.80,  -26.50] 0.001   -26.50
